,location,total_sqft,bath,size_BHK,price
6958,Yelahanka New Town,960.0,2.0,2,50.0
6960,Yelahanka New Town,1209.0,2.0,3,65.0
6961,Yelahanka New Town,1400.0,2.0,3,80.0
6962,Yelahanka New Town,450.0,1.0,1,15.0
6963,Yelahanka New Town,500.0,1.0,1,18.0
6964,Yelahanka New Town,1420.0,2.0,3,75.0
6966,Yelahanka New Town,2200.0,2.0,2,180.0
6967,Yelahanka New Town,488.0,1.0,1,20.0
6968,Yelahanka New Town,1100.0,2.0,2,58.0
6971,Yelahanka New Town,1000.0,2.0,2,44.0
6972,Yelahanka New Town,650.0,1.0,1,18.0
6974,Yelahanka New Town,1740.0,3.0,3,150.0
6975,Yelahanka New Town,1290.0,2.0,2,70.0
6978,Yeshwanthpur,1693.0,3.0,3,108.0
6979,Yeshwanthpur,667.0,1.0,1,36.85
6980,Yeshwanthpur,1950.0,4.0,4,130.0
6982,Yeshwanthpur,665.0,1.0,1,36.85
6986,Yeshwanthpur,671.0,1.0,1,36.85
6987,Yeshwanthpur,1277.5,2.0,2,95.815
6988,Yeshwanthpur,668.0,1.0,1,36.85
6989,Yeshwanthpur,1185.0,2.0,2,75.84
6990,Yeshwanthpur,1195.0,2.0,2,100.0
6991,Yeshwanthpur,1313.0,3.0,3,96.0
6992,Yeshwanthpur,1400.0,2.0,2,100.0
6995,Yeshwanthpur,673.0,1.0,1,36.85
6996,Yeshwanthpur,717.0,2.0,2,49.475
6999,Yeshwanthpur,605.0,1.0,1,41.745
7001,Yeshwanthpur,669.0,1.0,1,36.85
7003,Yeshwanthpur,3027.0,4.0,3,260.0
7006,Yeshwanthpur,670.0,1.0,1,36.85
7009,Yeshwanthpur,1240.0,2.0,2,80.0
7010,Yeshwanthpur,1713.0,3.0,3,110.0
7011,Yeshwanthpur,1144.0,2.0,2,67.0
7012,Yeshwanthpur,1541.0,2.0,2,130.0
7014,Yeshwanthpur,1362.0,2.0,2,100.0
7015,Yeshwanthpur,666.0,1.0,1,36.8
7016,Yeshwanthpur,1855.0,3.0,3,140.0
7018,Yeshwanthpur,1165.0,2.0,2,85.0
7021,Yeshwanthpur,1825.0,3.0,3,145.0
7023,Yeshwanthpur,994.0,2.0,1,54.67
7024,Yeshwanthpur,650.0,1.0,1,40.0
7025,Yeshwanthpur,1855.0,3.0,3,140.0
7026,Yeshwanthpur,1500.0,3.0,3,100.0
7031,Yeshwanthpur,674.0,1.0,1,36.85
7033,Yeshwanthpur,672.0,1.0,1,36.85
7036,Yeshwanthpur,1195.0,2.0,2,100.0
7037,Yeshwanthpur,1692.0,3.0,3,108.0
7039,Yeshwanthpur,2500.0,5.0,6,185.0
7044,Yeshwanthpur,1855.0,3.0,3,135.0
7045,Yeshwanthpur,1876.0,3.0,3,160.0
7048,others,2770.0,4.0,3,290.0
7051,others,1925.0,3.0,3,125.0
7052,others,1296.0,2.0,2,81.0
7053,others,600.0,1.0,1,38.0
7056,others,1500.0,2.0,2,185.0
7058,others,4395.0,3.0,3,240.0
7059,others,845.0,2.0,2,55.0
7060,others,2511.0,3.0,3,205.0
7062,others,1660.0,2.0,3,105.0
7065,others,1000.0,2.0,2,70.0
7067,others,1200.0,4.0,4,155.0
7069,others,1200.0,2.0,2,65.0
7070,others,1200.0,3.0,3,90.0
7074,others,782.0,2.0,2,55.68
7075,others,1800.0,3.0,3,120.0
7076,others,1413.0,2.0,3,75.0
7079,others,945.0,2.0,2,54.0
7080,others,1870.0,3.0,3,110.0
7081,others,1260.0,2.0,3,85.05
7082,others,1000.0,2.0,2,60.0
7085,others,957.0,2.0,2,58.0
7087,others,2795.0,4.0,3,235.0
7089,others,1904.0,3.0,3,150.0
7090,others,2000.0,3.0,3,175.0
7091,others,1425.0,2.0,3,75.0
7093,others,1500.0,3.0,3,100.0
7094,others,400.0,1.0,1,14.0
7097,others,1783.0,3.0,3,115.0
7099,others,912.0,2.0,3,70.0
7102,others,1580.0,3.0,3,100.0
7104,others,1415.0,3.0,3,78.0
7106,others,2405.0,4.0,3,260.0
7107,others,1500.0,2.0,2,115.0
7111,others,1290.0,2.0,2,110.0
7114,others,1060.0,2.0,2,60.0
7115,others,2600.0,8.0,8,180.0
7117,others,1285.0,2.0,2,72.5
7118,others,4050.0,3.0,3,280.0
7119,others,2420.0,3.0,3,185.0
7122,others,1280.0,2.0,2,69.0
7123,others,3045.0,3.0,3,170.0
7126,others,900.0,2.0,2,110.0
7133,others,1665.0,3.0,3,95.0
7135,others,1560.0,3.0,3,115.0
7141,others,1645.0,3.0,3,95.0
7142,others,1200.0,2.0,2,79.0
7145,others,1350.0,2.0,3,140.0
7146,others,1800.0,3.0,3,150.0
7148,others,1762.0,3.0,3,125.0
7150,others,3252.0,5.0,4,335.0
7151,others,1308.0,2.0,2,89.04
7152,others,1200.0,3.0,3,90.0
7154,others,1935.0,3.0,3,110.0
7160,others,1125.0,2.0,2,62.0
7163,others,2150.0,4.0,3,240.0
7166,others,708.0,1.0,2,40.0
7167,others,3309.0,4.0,4,325.0
7168,others,1620.0,3.0,3,98.0
7169,others,5000.0,9.0,11,360.0
7171,others,1150.0,2.0,2,126.0
7172,others,1270.0,2.0,2,98.0
7175,others,1200.0,2.0,2,74.0
7178,others,1753.0,3.0,3,120.0
7181,others,720.0,2.0,2,45.0
7183,others,375.0,2.0,1,26.0
7185,others,700.0,1.0,1,41.0
7187,others,3000.0,5.0,4,275.0
7188,others,1595.0,3.0,3,115.0
7189,others,1353.0,2.0,2,110.0
7190,others,1200.0,2.0,1,85.0
7191,others,1867.0,3.0,3,160.0
7196,others,1325.0,2.0,3,90.0
7201,others,1056.0,2.0,2,80.0
7204,others,1544.0,3.0,3,120.0
7205,others,1200.0,2.0,2,65.0
7206,others,540.0,1.0,1,36.0
7207,others,1578.0,3.0,3,180.0
7210,others,1600.0,2.0,2,115.0
7211,others,416.0,1.0,1,18.5
7212,others,1100.0,2.0,2,98.0
7214,others,1630.0,3.0,3,85.0
7215,others,2791.0,3.0,3,223.0
7216,others,834.0,1.0,1,60.0
7217,others,1125.0,4.0,3,70.0
7218,others,2060.0,3.0,3,140.0
7219,others,3000.0,5.0,4,260.0
7220,others,2160.0,5.0,6,250.0
7221,others,1374.0,2.0,2,95.0
7224,others,469.0,1.0,1,25.0
7227,others,750.0,1.0,1,40.0
7231,others,1630.0,2.0,2,200.0
7232,others,2072.0,3.0,3,108.0
7233,others,1200.0,2.0,3,70.0
7234,others,1350.0,3.0,3,77.0
7235,others,4046.0,4.0,4,445.0
7236,others,1180.0,2.0,3,78.34
7237,others,1355.0,2.0,2,115.0
7238,others,600.0,1.0,1,50.0
7239,others,1875.0,3.0,3,165.0
7240,others,1083.0,2.0,2,61.75
7241,others,600.0,2.0,2,55.0
7242,others,2300.0,3.0,3,120.0
7244,others,1750.0,3.0,3,120.0
7246,others,1500.0,3.0,3,139.0
7247,others,1500.0,2.0,3,87.0
7249,others,1092.0,2.0,3,98.5
7253,others,1855.0,3.0,3,225.0
7255,others,1200.0,3.0,4,85.0
7258,others,425.0,1.0,1,20.03
7260,others,600.0,1.0,1,60.0
7261,others,1468.0,2.0,2,140.0
7262,others,4300.0,5.0,4,550.0
7265,others,775.0,2.0,2,55.0
7269,others,1975.0,3.0,3,150.0
7272,others,1352.0,3.0,3,135.0
7273,others,1566.0,3.0,3,83.3
7275,others,1375.0,3.0,3,75.0
7278,others,1200.0,3.0,4,95.0
7279,others,1630.0,3.0,3,194.0
7280,others,1665.0,3.0,3,86.58
7281,others,1976.0,3.0,3,184.0
7282,others,5500.0,4.0,4,600.0
7283,others,1567.0,2.0,2,92.0
7285,others,1740.0,2.0,3,95.0
7286,others,1200.0,3.0,3,95.0
7289,others,1180.0,2.0,2,69.0
7290,others,686.0,1.0,1,17.0
7292,others,1500.0,4.0,4,180.0
7294,others,884.0,1.0,2,58.0
7295,others,1282.0,2.0,2,87.0
7298,others,1500.0,2.0,3,95.0
7299,others,1300.0,1.0,2,115.0
7302,others,530.0,1.0,1,20.0
7303,others,1350.0,2.0,2,80.0
7304,others,650.0,2.0,2,42.0
7307,others,2400.0,6.0,8,125.0
7308,others,1200.0,1.0,1,20.0
7310,others,1548.0,3.0,3,89.5
7313,others,1141.0,2.0,2,62.0
7316,others,950.0,1.0,1,40.0
7322,others,1464.0,2.0,3,105.0
7325,others,1480.0,3.0,3,90.0
7326,others,1600.0,3.0,3,90.0
7327,others,1200.0,4.0,4,135.0
7329,others,1500.0,3.0,3,115.0
7330,others,1824.0,3.0,3,125.0
7331,others,750.0,1.0,1,56.25
7336,others,1666.0,4.0,5,150.0
7341,others,1039.0,2.0,2,80.0
7344,others,6000.0,5.0,4,400.0
7347,others,700.0,1.0,1,38.0
7348,others,2400.0,3.0,3,170.0
7350,others,1500.0,2.0,3,98.0
7351,others,3095.0,3.0,3,350.0
7354,others,565.0,1.0,1,35.0
7356,others,1200.0,1.0,1,28.0
7357,others,950.0,2.0,2,65.0
7359,others,1500.0,3.0,3,100.0
7360,others,1475.0,2.0,3,120.0
7362,others,1560.0,5.0,5,145.0
7364,others,1560.0,3.0,3,188.0
7365,others,1078.0,2.0,2,65.0
7370,others,1200.0,3.0,3,68.4
7372,others,485.0,1.0,1,15.0
7375,others,1960.0,3.0,3,160.0
7381,others,1200.0,3.0,3,130.0
7382,others,957.0,2.0,2,56.0
7383,others,1050.0,2.0,2,67.0
7384,others,1565.0,3.0,3,88.5
7385,others,1596.0,3.0,3,105.0
7391,others,1650.0,3.0,3,88.0
7392,others,1200.0,3.0,3,85.0
7393,others,1132.0,2.0,2,67.0
7395,others,1515.0,3.0,3,88.0
7396,others,1655.0,3.0,3,86.06
7398,others,1380.0,2.0,2,80.0
7400,others,3200.0,4.0,3,350.0
7402,others,4346.0,5.0,4,500.0
7407,others,1150.0,2.0,2,72.2
7409,others,2200.0,3.0,3,187.0
7410,others,3329.0,3.0,3,330.0
7412,others,3600.0,4.0,4,300.0
7413,others,3500.0,3.0,4,450.0
7418,others,1093.0,2.0,2,65.0
7421,others,1535.0,3.0,3,95.0
7422,others,1700.0,2.0,2,150.0
7426,others,1100.0,2.0,2,62.7
7430,others,2197.0,4.0,3,280.0
7432,others,1440.0,2.0,2,98.0
7433,others,1100.0,2.0,2,60.0
7434,others,1080.0,2.0,2,80.0
7435,others,1600.0,3.0,4,172.0
7436,others,1450.0,2.0,3,85.0
7437,others,2000.0,3.0,4,166.0
7442,others,1756.0,3.0,3,100.0
7443,others,1532.0,3.0,3,92.0
7444,others,1650.0,3.0,3,110.0
7445,others,1200.0,2.0,2,66.0
7447,others,1525.0,2.0,3,122.0
7455,others,2400.0,3.0,4,200.0
7457,others,1400.0,2.0,3,73.0
7458,others,1000.0,2.0,2,130.0
7462,others,3040.0,1.0,2,180.0
7468,others,2400.0,1.0,2,150.0
7469,others,1390.0,3.0,3,120.0
7471,others,1135.0,2.0,2,68.0
7472,others,900.0,2.0,2,55.0
7476,others,1550.0,4.0,4,130.0
7477,others,2500.0,3.0,3,250.0
7478,others,1690.0,3.0,3,125.0
7482,others,1000.0,4.0,3,66.0
7486,others,2700.0,4.0,3,270.0
7489,others,1168.0,3.0,3,70.0
7491,others,2100.0,4.0,4,155.0
7493,others,1515.0,3.0,3,93.93
7497,others,2070.0,3.0,3,162.0
7500,others,2700.0,4.0,6,214.0
7501,others,2000.0,3.0,3,210.0
7502,others,2400.0,4.0,5,300.0
7505,others,1645.0,3.0,3,100.0
7506,others,1760.0,3.0,3,176.0
7507,others,595.0,1.0,1,42.0
7508,others,1200.0,3.0,3,125.0
7513,others,1170.0,2.0,2,86.0
7514,others,2200.0,4.0,4,235.0
7515,others,2800.0,2.0,3,200.0
7519,others,1200.0,1.0,1,48.0
7520,others,2028.0,4.0,4,162.0
7521,others,2611.0,3.0,3,239.0
7522,others,1800.0,3.0,3,180.0
7523,others,1163.0,2.0,2,98.86
7526,others,1200.0,2.0,4,150.0
7528,others,1722.0,3.0,3,95.0
7530,others,1650.0,3.0,3,175.0
7532,others,1670.0,3.0,3,91.86
7538,others,1250.0,2.0,3,80.0
7539,others,1296.0,2.0,2,75.0
7540,others,1650.0,4.0,3,160.0
7542,others,1900.0,2.0,4,170.0
7543,others,1101.0,2.0,2,65.5
7544,others,1494.0,2.0,3,94.55
7545,others,800.0,2.0,2,50.0
7546,others,1300.0,2.0,2,120.0
7547,others,1225.0,2.0,2,150.0
7551,others,3675.0,4.0,4,367.0
7552,others,1200.0,2.0,2,150.0
7556,others,1020.0,2.0,2,58.0
7557,others,1350.0,2.0,2,80.0
7558,others,1800.0,3.0,4,220.0
7560,others,1614.0,3.0,3,110.0
7561,others,1632.0,3.0,4,145.0
7562,others,1041.0,2.0,2,65.5
7563,others,3012.0,6.0,4,250.0
7564,others,1450.0,2.0,3,135.0
7565,others,1188.0,2.0,2,73.0
7567,others,1480.0,3.0,3,90.0
7568,others,680.0,2.0,2,42.0
7571,others,955.0,2.0,2,53.55
7573,others,1150.0,2.0,2,63.0
7575,others,2479.13,3.0,3,215.0
7576,others,1100.0,2.0,2,106.0
7579,others,1925.0,3.0,3,120.0
7580,others,650.0,1.0,1,26.0
7582,others,2000.0,3.0,3,207.0
7583,others,1050.0,2.0,2,110.0
7584,others,600.0,1.0,1,28.0
7595,others,1685.0,2.0,3,110.0
7596,others,1700.0,3.0,3,130.0
7598,others,1550.0,3.0,3,110.0
7599,others,500.0,1.0,1,20.0
7601,others,3155.0,4.0,3,370.0
7602,others,1765.0,3.0,3,105.0
7603,others,1265.0,2.0,2,70.0
7604,others,1012.0,2.0,2,59.0
7605,others,1270.0,2.0,3,70.0
7606,others,2045.0,4.0,3,154.0
7608,others,2400.0,4.0,6,280.0
7609,others,581.91,2.0,1,25.0
7610,others,1158.0,2.0,3,85.0
7612,others,925.0,2.0,2,51.0
7613,others,1415.0,2.0,2,110.0
7616,others,1200.0,4.0,4,120.0
7618,others,4750.0,5.0,4,600.0
7619,others,1840.0,3.0,3,155.0
7620,others,1200.0,2.0,3,150.0
7622,others,824.0,2.0,2,60.0
7624,others,1340.0,2.0,3,100.0
7626,others,1620.0,2.0,3,110.0
7628,others,1533.0,3.0,3,115.0
7629,others,1352.0,2.0,2,87.5
7630,others,1560.0,3.0,3,85.0
7631,others,3012.0,6.0,4,268.0
7633,others,1875.0,2.0,3,235.0
7635,others,750.0,1.0,1,25.0
7637,others,1375.0,2.0,3,85.0
7644,others,1190.0,2.0,2,68.0
7645,others,1775.0,3.0,3,110.0
7647,others,1500.0,3.0,3,88.0
7648,others,3000.0,3.0,3,338.0
7650,others,1101.0,2.0,2,65.0
7651,others,1140.0,2.0,2,76.0
7652,others,1198.0,2.0,2,84.0
7653,others,4000.0,4.0,4,520.0
7655,others,1370.0,2.0,2,75.0
7661,others,1000.0,1.0,2,55.0
7662,others,1200.0,2.0,2,125.0
7666,others,1470.0,2.0,3,110.0
7667,others,1050.0,1.0,1,70.0
7668,others,1200.0,2.0,3,80.0
7669,others,1901.0,3.0,3,119.0
7678,others,3000.0,4.0,4,200.0
7679,others,400.0,1.0,1,14.0
7680,others,2556.0,3.0,3,133.0
7682,others,2121.0,4.0,3,253.0
7683,others,1575.0,4.0,5,150.0
7686,others,4800.0,5.0,4,629.0
7688,others,1200.0,2.0,2,70.0
7689,others,1767.0,3.0,3,98.0
7691,others,1100.0,2.0,2,60.0
7694,others,1300.0,2.0,2,79.0
7696,others,3500.0,4.0,4,350.0
7698,others,1000.0,2.0,3,110.0
7699,others,1760.0,3.0,3,145.0
7700,others,1942.0,3.0,3,102.0
7702,others,800.0,1.0,1,100.0
7703,others,1567.0,3.0,3,90.0
7707,others,1800.0,4.0,4,145.0
7710,others,2400.0,3.0,3,260.0
7711,others,1533.0,3.0,3,85.0
7715,others,605.0,1.0,1,29.0
7717,others,1200.0,2.0,2,83.0
7718,others,1452.55,2.0,2,110.0
7719,others,2357.0,3.0,3,151.0
7720,others,1170.0,2.0,2,105.0
7721,others,1411.0,3.0,3,91.72
7723,others,3095.0,3.0,3,375.0
7727,others,1100.0,3.0,3,78.0
7728,others,1352.0,2.0,2,85.0
7730,others,3600.0,4.0,4,365.0
7732,others,1550.0,2.0,3,90.0
7733,others,1405.0,2.0,3,77.0
7735,others,1945.0,3.0,3,120.0
7736,others,1400.0,3.0,4,91.15
7739,others,1650.0,3.0,3,165.0
7740,others,1550.0,2.0,3,150.0
7742,others,1150.0,2.0,3,75.0
7743,others,1200.0,3.0,3,74.0
7745,others,1229.0,3.0,3,86.03
7747,others,1030.0,2.0,2,61.0
7749,others,600.0,1.0,1,32.0
7750,others,1165.0,2.0,2,135.0
7752,others,2319.0,3.0,3,180.0
7753,others,1520.0,3.0,3,80.0
7754,others,1536.0,3.0,3,89.0
7755,others,3000.0,4.0,4,240.0
7757,others,1112.0,2.0,2,62.0
7758,others,2072.0,3.0,3,108.0
7759,others,1315.0,2.0,2,90.0
7760,others,1210.0,2.0,2,72.0
7761,others,11338.0,9.0,6,1000.0
7763,others,30000.0,4.0,4,2100.0
7765,others,1655.0,3.0,3,115.0
7766,others,1170.0,2.0,2,68.0
7768,others,1600.0,2.0,2,110.0
7770,others,1370.0,2.0,3,75.0
7774,others,1980.0,3.0,3,224.0
7775,others,1739.0,3.0,3,105.0
7777,others,674.0,1.0,1,21.0
7778,others,2289.0,3.0,3,260.0
7780,others,1700.0,3.0,3,97.0
7781,others,1263.0,2.0,2,93.32
7782,others,1900.0,3.0,3,160.0
7784,others,1100.0,2.0,2,75.0
7786,others,1929.0,3.0,3,115.0
7787,others,3161.0,4.0,4,214.0
7791,others,3515.0,3.0,3,420.0
7794,others,1226.0,3.0,2,135.0
7795,others,1100.0,2.0,2,70.0
7796,others,2200.0,4.0,4,195.0
7801,others,700.0,1.0,1,41.0
7806,others,3000.0,3.0,3,250.0
7807,others,1100.0,2.0,2,61.0
7809,others,527.0,1.0,1,26.0
7810,others,1300.0,2.0,2,80.0
7811,others,1260.0,1.0,1,41.0
7812,others,1500.0,1.0,1,37.5
7813,others,600.0,1.0,1,17.0
7815,others,2167.0,3.0,3,170.0
7816,others,1165.0,2.0,2,75.0
7818,others,1272.0,4.0,3,75.0
7820,others,1600.0,5.0,5,140.0
7822,others,1000.0,2.0,3,65.0
7827,others,1463.0,1.0,2,142.0
7829,others,2401.0,3.0,3,185.0
7830,others,1670.0,3.0,4,135.0
7831,others,1875.0,2.0,3,235.0
7832,others,1200.0,3.0,3,90.0
7833,others,700.0,1.0,1,36.0
7839,others,1700.0,3.0,3,120.0
7840,others,890.0,1.0,1,75.0
7843,others,2400.0,3.0,3,290.0
7844,others,2500.0,4.0,3,325.0
7845,others,630.0,1.0,2,35.0
7847,others,1690.0,3.0,3,100.0
7852,others,1350.0,2.0,2,90.0
7853,others,1460.0,3.0,3,88.0
7854,others,1685.0,3.0,3,95.0
7855,others,1200.0,2.0,2,130.0
7857,others,800.0,1.0,1,52.0
7858,others,4000.0,5.0,4,280.0
7861,others,1392.0,2.0,2,99.0
7862,others,792.0,2.0,2,70.0
7866,others,2400.0,5.0,5,235.0
7872,others,461.82,1.0,1,31.7
7874,others,2392.0,4.0,3,260.0
7875,others,1500.0,2.0,3,85.0
7879,others,1260.0,2.0,2,75.0
7881,others,12000.0,12.0,10,525.0
7883,others,2430.0,4.0,3,180.0
7884,others,2820.0,3.0,3,285.0
7885,others,1950.0,3.0,3,130.0
7888,others,1350.0,2.0,3,140.0
7890,others,1445.0,2.0,3,125.0
7892,others,794.0,1.0,1,60.0
7893,others,2800.0,3.0,3,250.0
7895,others,4051.0,4.0,4,345.0
7897,others,1308.0,2.0,2,92.66
7901,others,2100.0,3.0,3,170.0
7903,others,1991.0,3.0,3,160.0
7904,others,1665.0,3.0,3,110.0
7907,others,1200.0,3.0,3,66.0
7909,others,3000.0,4.0,4,342.0
7911,others,2400.0,6.0,6,245.0
7914,others,1375.0,2.0,2,105.0
7915,others,1693.0,3.0,3,108.0
7923,others,1150.0,2.0,3,77.5
7928,others,1058.0,2.0,2,60.0
7930,others,900.0,1.0,1,30.0
7931,others,1672.0,3.0,3,150.0
7935,others,1250.0,3.0,3,139.0
7936,others,1468.0,3.0,2,130.0
7939,others,2779.0,3.0,3,317.0
7943,others,1480.0,2.0,3,145.0
7948,others,3900.0,3.0,3,300.0
7949,others,2280.0,3.0,3,285.0
7950,others,2000.0,3.0,3,200.0
7954,others,4200.0,4.0,4,325.0
7955,others,1080.0,2.0,3,75.0
7956,others,1000.0,2.0,2,60.0
7957,others,2400.0,2.0,3,150.0
7959,others,1199.0,2.0,2,65.0
7960,others,1125.0,2.0,2,75.0
7961,others,1596.0,3.0,3,95.0
7962,others,1639.0,3.0,3,123.0
7964,others,525.0,1.0,1,26.0
7966,others,1740.0,3.0,3,199.0
7967,others,1372.0,2.0,3,90.0
7970,others,6200.0,5.0,5,720.0
7973,others,925.0,2.0,2,63.0
7974,others,1200.0,3.0,4,95.0
7975,others,1200.0,2.0,2,79.0
7976,others,2500.0,3.0,3,270.0
7977,others,1143.0,2.0,2,65.0
7978,others,1584.0,3.0,4,145.0
7979,others,1500.0,2.0,3,80.0
7981,others,1480.0,2.0,2,120.0
7982,others,1570.0,3.0,3,115.0
7983,others,1665.0,3.0,3,86.91
7988,others,850.0,2.0,2,55.0
7989,others,1750.0,3.0,3,180.0
7990,others,1500.0,1.0,2,160.0
7991,others,2100.0,6.0,6,275.0
7992,others,2408.0,4.0,3,260.0
7993,others,1575.0,5.0,4,158.0
7995,others,705.0,1.0,1,36.5
7996,others,1340.0,3.0,3,77.0
8000,others,1260.0,1.0,1,41.0
8001,others,1200.0,2.0,2,125.0
8002,others,3950.0,4.0,4,450.0
8003,others,1616.0,3.0,3,95.0
8004,others,1200.0,3.0,3,130.0
8005,others,3595.0,6.0,4,360.0
8006,others,1485.0,3.0,3,85.0
8009,others,3100.0,5.0,4,385.0
8010,others,1650.0,3.0,3,100.0
8012,others,1200.0,4.0,4,150.0
8014,others,3259.0,3.0,3,270.0
8018,others,1350.0,2.0,2,100.0
8020,others,2340.0,4.0,4,148.0
8021,others,596.0,1.0,1,42.0
8022,others,10000.0,16.0,16,550.0
8023,others,1200.0,4.0,4,110.0
8024,others,1910.0,3.0,3,190.0
8028,others,1750.0,3.0,3,149.0
8030,others,985.0,2.0,2,63.0
8031,others,1300.0,2.0,2,129.0
8032,others,1490.0,2.0,3,88.0
8038,others,650.0,1.0,1,30.0
8039,others,1500.0,2.0,3,89.99
8040,others,1350.0,4.0,4,145.0
8041,others,2145.0,4.0,3,270.0
8042,others,910.0,1.0,1,42.0
8045,others,794.0,1.0,1,65.0
8046,others,1200.0,3.0,3,130.0
8047,others,532.0,1.0,1,22.49
8048,others,1060.0,3.0,3,62.0
8050,others,1475.0,3.0,3,96.0
8051,others,1550.0,2.0,2,160.0
8055,others,1700.0,3.0,3,155.0
8059,others,1000.0,2.0,2,80.0
8061,others,1500.0,2.0,3,97.0
8062,others,1865.0,4.0,3,140.0
8064,others,1200.0,3.0,3,120.0
8065,others,1700.0,4.0,4,108.0
8066,others,1200.0,4.0,4,125.0
8067,others,3500.0,4.0,4,245.0
8072,others,1320.0,2.0,3,73.0
8073,others,2150.0,6.0,6,205.0
8077,others,675.0,3.0,2,52.0
8078,others,1801.0,3.0,3,139.0
8080,others,2990.0,4.0,4,324.0
8081,others,3800.0,5.0,4,300.0
8082,others,2400.0,2.0,2,160.0
8084,others,1150.0,2.0,2,75.0
8092,others,1390.0,2.0,3,80.0
8093,others,1550.0,2.0,3,90.0
8097,others,1500.0,3.0,3,87.0
8098,others,1500.0,4.0,4,110.0
8100,others,1839.0,3.0,3,165.0
8106,others,900.0,2.0,2,70.0
8107,others,1392.0,2.0,2,130.0
8109,others,1500.0,3.0,3,149.0
8112,others,1750.0,3.0,3,150.0
8113,others,1896.0,3.0,4,125.0
8114,others,750.0,2.0,1,50.0
8115,others,2400.0,4.0,5,225.0
8116,others,600.0,3.0,2,75.0
8117,others,1605.0,2.0,3,85.0
8118,others,1574.0,3.0,3,93.34
8119,others,965.0,1.0,1,32.0
8123,others,1200.0,2.0,2,70.0
8124,others,1255.0,2.0,2,80.0
8125,others,1904.0,3.0,3,155.0
8126,others,2135.0,3.0,3,160.0
8127,others,2770.0,4.0,3,315.0
8128,others,813.0,1.0,1,39.0
8129,others,3884.0,4.0,4,240.0
8130,others,3876.0,3.0,3,300.0
8132,others,1630.0,2.0,3,97.78
8135,others,2425.0,4.0,4,173.0
8139,others,1280.0,2.0,2,75.0
8141,others,735.0,1.0,1,75.0
8142,others,500.0,1.0,1,24.0
8144,others,1200.0,4.0,3,145.0
8146,others,1200.0,2.0,2,100.0
8147,others,2776.0,4.0,3,195.0
8150,others,1185.0,2.0,2,85.0
8151,others,1265.0,2.0,3,82.0
8154,others,1850.0,3.0,3,98.0
8155,others,2360.0,4.0,4,150.0
8156,others,1030.0,2.0,2,77.25
8158,others,1163.0,2.0,2,98.86
8159,others,2000.0,3.0,3,160.0
8160,others,1352.0,2.0,2,75.0
8161,others,1575.0,3.0,3,93.0
8162,others,1300.0,2.0,3,70.0
8166,others,1380.0,2.0,2,75.0
8168,others,1150.0,2.0,2,70.0
8173,others,1532.0,3.0,3,115.0
8174,others,3100.0,3.0,3,250.0
8175,others,3262.0,5.0,4,205.0
8176,others,1190.0,2.0,2,100.0
8177,others,1827.0,3.0,3,100.0
8178,others,1210.0,2.0,2,75.0
8179,others,1500.0,3.0,3,95.0
8181,others,2270.0,3.0,3,180.0
8182,others,650.0,2.0,2,59.0
8184,others,1400.0,2.0,2,78.0
8186,others,1274.0,2.0,2,81.0
8189,others,1645.0,3.0,3,95.0
8190,others,1200.0,4.0,4,140.0
8195,others,1097.0,2.0,2,65.0
8196,others,1640.0,3.0,3,88.0
8197,others,1600.0,3.0,4,165.0
8199,others,900.0,2.0,2,110.0
8200,others,1200.0,2.0,2,125.0
8201,others,2388.0,4.0,3,239.0
8202,others,1355.0,2.0,2,75.0
8204,others,1260.0,4.0,4,150.0
8205,others,1500.0,3.0,3,121.0
8206,others,7500.0,4.0,4,900.0
8209,others,4104.0,4.0,4,360.0
8212,others,1015.0,2.0,2,58.0
8213,others,2400.0,3.0,3,165.0
8215,others,2080.0,2.0,2,150.0
8216,others,1505.0,2.0,2,90.0
8217,others,1200.0,3.0,3,95.75
8218,others,1810.0,4.0,3,148.0
8220,others,1530.0,2.0,3,97.0
8223,others,4500.0,5.0,4,400.0
8230,others,1500.0,2.0,3,130.0
8235,others,1400.0,2.0,2,80.0
8236,others,715.0,1.0,1,45.0
8237,others,1533.0,3.0,3,150.0
8239,others,3730.0,6.0,4,450.0
8240,others,1500.0,2.0,3,120.0
8241,others,745.0,2.0,2,50.0
8244,others,1355.0,2.0,2,95.0
8245,others,833.0,1.0,1,49.0
8248,others,3000.0,5.0,4,270.0
8249,others,1220.0,2.0,2,68.0
8250,others,3811.0,3.0,4,475.0
8252,others,1545.0,3.0,3,85.0
8254,others,3100.0,4.0,4,310.0
8256,others,1350.0,2.0,2,110.0
8258,others,708.0,1.0,1,28.32
8260,others,1200.0,2.0,3,68.0
8261,others,1842.0,3.0,3,115.0
8265,others,2000.0,4.0,5,180.0
8271,others,1280.0,4.0,4,115.0
8273,others,2592.0,4.0,4,250.0
8274,others,1200.0,3.0,3,85.0
8276,others,1655.0,3.0,3,155.0
8277,others,1150.0,2.0,2,74.0
8279,others,1200.0,2.0,3,108.0
8280,others,1200.0,2.0,2,75.0
8283,others,705.0,1.0,1,52.5
8289,others,1350.0,4.0,4,85.0
8290,others,4500.0,9.0,9,500.0
8292,others,1730.0,3.0,3,140.0
8295,others,1550.0,3.0,3,160.0
8296,others,1300.0,3.0,3,80.0
8299,others,1758.0,3.0,3,95.0
8300,others,3179.0,5.0,4,351.0
